family,n_A,n_B,n_eff,imbalance_ratio,bandwidth_condition,n_outer,A_bar_median,A_bar_mean,A_bar_std,A_bar_q90,A_bar_q95,A_bar_q99,A_w_median,A_w_mean,A_w_std,A_w_q90,A_w_q95,A_w_q99,B_bar_median,B_bar_mean,B_bar_std,B_bar_q90,B_bar_q95,B_bar_q99,ks_stat_median,ks_stat_mean,ks_stat_std,ks_stat_q90,ks_stat_q95,ks_stat_q99,abs_B_bar_median
C_boundary_heavy,200,200,200.0,1.0,independent,1000,0.16933822977002141,0.17718683398156435,0.0648944968598178,0.2653233063919313,0.29528591415303856,0.3428964306108324,0.06111754367130282,0.06338611586728375,0.02225296574877405,0.09454558862141824,0.10363577565533003,0.1327899706070076,-0.00044506893394408685,0.002751194023988381,0.12899372946208143,0.18045845934280422,0.2170612477221421,0.2762982090787152,0.08,0.08438,0.024462502202636877,0.115,0.125,0.15004999999999996,0.09410162539207817
C_boundary_heavy,200,200,200.0,1.0,shared_pooled,1000,0.18725929584701997,0.18821354998304565,0.06201403662354015,0.2698561337374608,0.2898052907058396,0.33890296549294846,0.06556015541581489,0.06814613092714165,0.022154600733438164,0.09780471696017047,0.10830982237543296,0.131095894777043,-0.00514570945126195,-0.0033699122708149352,0.12143845274900439,0.16828284299923615,0.19099727028236174,0.23794940433458875,0.08,0.084185,0.025250710353837046,0.12,0.135,0.15504999999999997,0.09343826175257973
C_boundary_heavy,800,800,800.0,1.0,independent,1000,0.11012865444840654,0.11489666732017775,0.03628212953036572,0.16382145182462637,0.18213823692827572,0.2089268015210064,0.036297107989469224,0.03772880264789686,0.011467930414045034,0.05312722782206891,0.057621421367308225,0.06983023794684293,-0.005414331425299429,-0.0030013143145779047,0.07417356025824452,0.09500458046287781,0.11971923286800812,0.1537055144604881,0.04125,0.043253749999999994,0.012919959318290684,0.06125,0.0675,0.08,0.054712643488935266
C_boundary_heavy,800,800,800.0,1.0,shared_pooled,1000,0.12131291423630865,0.12468647279646157,0.03863046417795158,0.17500426195496757,0.18828101164253735,0.22700876538361756,0.039231049731492926,0.04091711975185535,0.011965708486291235,0.05712089504963805,0.06294294565172218,0.07227066016253744,-0.0027563631491185963,-0.0015957142151541413,0.07797789973970609,0.10484870960947061,0.1269116495372263,0.16864296620404215,0.04125,0.0433875,0.013660351347932049,0.0625,0.06875,0.085,0.05822238876037193
C_boundary_heavy,50,100,66.66666666666667,2.0,independent,1000,0.24310415425514434,0.24846167576418435,0.09376342213517452,0.37539806963564337,0.4102612124828915,0.4752251212973678,0.09177578316702414,0.09685912633357317,0.03727476118206516,0.14599813680373847,0.16757387536033372,0.2077667515377024,-0.01304798730274269,-0.017413183159091863,0.190215829174416,0.23515520925696892,0.27891475714456454,0.33764948990765925,0.13,0.14043,0.042507905406195,0.2,0.22,0.28,0.1499883319084206
C_boundary_heavy,50,100,66.66666666666667,2.0,shared_pooled,1000,0.26134814802890016,0.26350431077704856,0.08531941711995789,0.3716465059869035,0.4015699696257553,0.4598614619055037,0.10019530699429233,0.10487481812985484,0.03740745734854519,0.15410623720174277,0.17036192774996037,0.2138096787618503,-0.05292988014996988,-0.045255744148511426,0.17467851247857538,0.19235371016959102,0.23139995420846507,0.29878005083466386,0.14,0.14355,0.045105787123517004,0.21,0.22,0.28,0.14702292465306135
C_boundary_heavy,50,250,83.33333333333333,5.0,independent,1000,0.22817454160791065,0.23558731412528278,0.08573957337263229,0.34947839739079695,0.3816800753867213,0.449542531539611,0.08723745066262337,0.09247223528695815,0.035453998212505194,0.140301820724553,0.1602431461676384,0.1919364681387888,-0.014623301532075406,-0.029689323823784586,0.17650359723456757,0.1918898352949951,0.22985021925037216,0.27454102058111995,0.128,0.13198000000000001,0.040875890674558255,0.188,0.212,0.248,0.1423509929828054
C_boundary_heavy,50,250,83.33333333333333,5.0,shared_pooled,1000,0.26652272632747653,0.2695905861370135,0.08274488580378957,0.3764188082851171,0.410237397046628,0.4612181303300251,0.09776926552964921,0.10248363712249428,0.033565483076021765,0.1476115792551042,0.16200745988170734,0.2010353457417405,-0.10929164752476052,-0.09685948321045021,0.15826271033843628,0.12836679699466957,0.17728753599345567,0.2440343425235015,0.124,0.13127200000000003,0.039628075910904385,0.188,0.204,0.24003999999999995,0.141610999375447
C_boundary_heavy,50,500,90.90909090909092,10.0,independent,1000,0.21728961591812063,0.227096962647387,0.08675705360975307,0.34466132577235337,0.3793239323246467,0.46603217981546613,0.08820700563639271,0.09313751493585781,0.03518056902180217,0.13949852350202496,0.15793534718113048,0.19461324895019766,-0.01520425819352907,-0.03062635521070512,0.17105675558054545,0.18625281115393466,0.22018539249108626,0.27326004229574063,0.118,0.12457800000000001,0.03837831172434258,0.178,0.196,0.23801999999999998,0.13329939051951664
C_boundary_heavy,50,500,90.90909090909092,10.0,shared_pooled,1000,0.27218602938888464,0.2789554160151177,0.0751968151844304,0.37735132574657027,0.4123217281847584,0.4729423669506502,0.09966008334514277,0.10378753555759067,0.03281055715496755,0.15119370639190707,0.16337497645224217,0.1897385150520411,-0.13277882865011847,-0.12236932824748123,0.14497285619015993,0.08099090750148982,0.12776403136730627,0.18165334043284678,0.12,0.12596800000000002,0.038946165148571174,0.18,0.198,0.236,0.1483247054837164
C_boundary_heavy,150,1350,270.0,9.0,independent,1000,0.16369246465126153,0.16965211287956367,0.055213434746628494,0.23872671056948655,0.27039302943106097,0.3330055143000123,0.06612790088338445,0.06845148498871857,0.020182836638803825,0.09603359415213053,0.103996446426539,0.12214491797065175,-0.0024430056167537495,-0.011469291047975283,0.11951052811469041,0.1373997083140654,0.16556097255448837,0.20205511921276695,0.06888888888888889,0.07301037037037036,0.021779823869948887,0.10296296296296296,0.11485185185185182,0.13707407407407404,0.09432693107811506
C_boundary_heavy,150,1350,270.0,9.0,shared_pooled,1000,0.19780207212872605,0.20358852649184148,0.056249979304858096,0.27980346391119376,0.30030192266040673,0.35918540783002234,0.06584889852309644,0.06844305827568696,0.01968223687234893,0.09298963171415395,0.10545693528136985,0.12317656933532807,-0.07924710859908703,-0.0761764675136317,0.10714354269347062,0.07377015931439512,0.10325088445605203,0.15583808793069207,0.06814814814814815,0.07260814814814814,0.021502636023254012,0.10444444444444445,0.11555555555555555,0.13037777777777776,0.09663246071399995
D_bimodal,50,50,50.0,1.0,independent,1000,0.08144575944653137,0.08868616293289382,0.043893040143399814,0.1501476932614195,0.17435220145887087,0.20623121526637836,0.0801536949173277,0.08849293636166408,0.045778996396754076,0.1536251226027066,0.17806200582859444,0.21330115704784247,0.0006952450550143504,0.00048509439687350204,0.011010824972810914,0.012737365211926104,0.01782644529101876,0.029177390979523408,0.16,0.16704000000000002,0.052356275455570554,0.24,0.26,0.3,0.006158274662369307
D_bimodal,50,50,50.0,1.0,shared_pooled,1000,0.09444057332992717,0.10026272387422992,0.04561411679765715,0.15590135268257102,0.18355958478324025,0.23416937479848476,0.09154242155709441,0.09754358048886767,0.04669818610240904,0.1561785905931197,0.1862341880023921,0.23803774571069214,-3.150441874709767e-05,-0.0003314468411927327,0.016227430980009522,0.01906240963132987,0.025559760749396813,0.03864990213476229,0.16,0.16250000000000006,0.050966141187533,0.24,0.26,0.32,0.010096232075743821
D_bimodal,200,200,200.0,1.0,independent,1000,0.05038916858682087,0.05365116426009631,0.023112671765888645,0.08318053515541564,0.09454494719707125,0.12136536493983346,0.04789616398369481,0.051765580805544976,0.023952059764411192,0.08238070290680832,0.09372904777700458,0.12604171249868817,0.00011569178101938611,-0.00017707608087621173,0.008814054609088866,0.011064850930718425,0.01467345256218704,0.020282232073895907,0.08,0.084815,0.0259193477461835,0.12,0.135,0.165,0.005927445529163758
D_bimodal,200,200,200.0,1.0,shared_pooled,1000,0.05687569250942415,0.06090082015673494,0.02440362386258526,0.09448314674173822,0.10731015813389723,0.13324750583001752,0.052502164984395534,0.0571495231140469,0.02458728442023213,0.08729075281119367,0.10625196020258677,0.14010206704698,-0.0006666766414033833,-0.00039021327105220557,0.01269382942858444,0.016152012558513944,0.020285667592161136,0.028602633778011116,0.08,0.083975,0.026430530602845413,0.12,0.135,0.165,0.008491085883866755
D_bimodal,800,800,800.0,1.0,independent,1000,0.031358392481151784,0.03289948054314986,0.012022042212099427,0.049758826569630876,0.054968672358900184,0.06311358287164644,0.02851149651654116,0.0302765511117821,0.011780228625624606,0.04778680016778826,0.05192439851253207,0.06268291973099835,0.00017149923210051609,0.00027540497310016006,0.0071879802554831625,0.009688365001854521,0.012383785367293142,0.017481955311743434,0.04,0.042077500000000004,0.012907021730823882,0.06125,0.06625,0.07876249999999999,0.004968520310497591
D_bimodal,800,800,800.0,1.0,shared_pooled,1000,0.03659923519241195,0.03765917636789475,0.012312145880303993,0.05299662410328035,0.06070604002046278,0.07348851047264185,0.0326194909671894,0.03397884850601544,0.01177313731603047,0.048523859832365034,0.05464590852376225,0.06829607371985084,5.106630209645007e-05,0.00028685935278220323,0.009341578847082057,0.012593510172812121,0.014990395449475292,0.020626609821136656,0.04125,0.0432275,0.013088814339381959,0.06125,0.06625,0.0825,0.006740217099142774
D_bimodal,50,100,66.66666666666667,2.0,independent,1000,0.07596629601571797,0.08328264150437256,0.040207088860999995,0.13978447281799983,0.1600259858198013,0.20441666682285445,0.07323191220574984,0.08198249235354901,0.04188321115905842,0.14082781106920064,0.1638788762580209,0.21055426893751825,0.004559913748919066,0.004061317194622543,0.010369097052373075,0.01609937246210954,0.019381072744153443,0.02589118078959523,0.14,0.14529000000000003,0.04728373559324234,0.21,0.24,0.29,0.007242696702182564
