feature,group,n,mean,median,q25,q75,iqr,min,max,frac_eq_0,frac_eq_1
D_exp,Human,1339,0.2284491438372864,0.1244377811094452,0.051772320578716904,0.29146440129449835,0.23969208071578146,0.0,1.0,0.0014936519790888724,0.04555638536221061
D_exp,Fungal,223,0.2880917968202897,0.1801801801801801,0.067485127505589,0.38544088840034385,0.31795576089475486,0.0101010101010101,1.0,0.0,0.07174887892376682
D_exp,Bacterial,146,0.20603450202859505,0.11418612757058205,0.060633261522912776,0.24244666027389047,0.18181339875097768,0.0121130551816958,1.0,0.0,0.0410958904109589
D_exp,Nematode,58,0.18548344009747067,0.0955935448118356,0.04356522542498145,0.20950251933858483,0.16593729391360337,0.0090702947845804,1.0,0.0,0.017241379310344827
af_very_low_content,Human,1246,0.2306156144873664,0.17626346313173155,0.08029506029768585,0.33880726393947885,0.258512203641793,0.0,0.8998109640831758,0.025682182985553772,0.0
af_very_low_content,Fungal,219,0.19478673855636355,0.1433823529411764,0.048589124034883,0.3009479153980432,0.2523587913631602,0.0,0.8587360594795539,0.0365296803652968,0.0
af_very_low_content,Bacterial,143,0.0529093614267097,0.0277777777777777,0.0052773755152055,0.07788018433179715,0.07260280881659165,0.0,0.4033930254476908,0.1958041958041958,0.0
af_very_low_content,Nematode,54,0.22433294909547008,0.14311315924219145,0.07499993627927004,0.3436397592861589,0.2686398230068889,0.0060790273556231,0.9781718963165076,0.0,0.0
